# col1    HIP     RA               DE               RARad          DERad           _r        _RAJ2000     _DEJ2000     RAJ2000      DEJ2000      2MASS              Jmag     e_Jmag   Hmag     e_Hmag   Kmag     e_Kmag   Qflg Rflg Bflg Cflg Xflg   Aflg   Separation             
  106079  106079  322.3118386959   44.3381305685    5.6254028034   0.7738463626    2.2E-5    322.311825   44.33815     322.311825   44.33815     21291483+4420173   7.654    0.023    7.643    0.023    7.524    0.017    AAA 111 111 000 0      0      2.1760943597357295E-5  
  106145  106145  322.5037096163   45.4941933502    5.6287515827   0.7940234645    2.6E-5    322.503675   45.494183    322.503675   45.494183    21300088+4529390   6.902    0.02     6.931    0.023    6.928    0.021    AAA 111 111 000 0      0      2.638059479039671E-5   
  106284  106284  322.9037881053   42.7007596675    5.6357342696   0.7452688493    3.6E-5    322.903772   42.700726    322.903772   42.700726    21313690+4242026   7.141    0.02     7.153    0.021    7.12     0.017    AAA 111 111 000 0      0      3.568737275943457E-5   
  106518  106518  323.6144165375   51.6984694245    5.6481370755   0.9023085097    7.0E-6    323.614424   51.698475    323.614424   51.698475    21342746+5141545   6.002    0.027    6.009    0.031    6.067    0.017    AAA 111 111 0d0 0      0      7.244253183243052E-6   
  106620  106620  323.9353208479   29.7455521591    5.6537379123   0.519157823     1.3E-5    323.935336   29.74555     323.935336   29.74555     21354448+2944439   7.858    0.019    7.787    0.029    7.488    0.021    AAA 111 111 000 0      0      1.3331617458823859E-5  
  106628  106628  323.9652449381   47.9118789675    5.6542601862   0.8362200388    3.0E-5    323.965214   47.9119      323.965214   47.9119      21355165+4754428   6.697    0.024    6.022    0.026    5.697    0.02     AAA 111 111 000 0      0      2.953620901906514E-5   
  106716  106716  324.2485305184   58.1401853628    5.6592044523   1.0147376623    2.7E-5    324.248501   58.140163    324.248501   58.140163    21365964+5808245   7.542    0.021    7.478    0.018    7.284    0.018    AAA 111 111 000 0      0      2.7255546948422594E-5  
  106723  106723  324.2700948565   -19.4660135566   5.659580821    -0.3397460288   1.18E-4   324.270139   -19.466124   324.270139   -19.466124   21370483-1927580   4.871    0.037    4.909    0.036    4.788    0.02     EAA 111 111 000 0      0      1.1802536506443842E-4  
  106740  106740  324.3371097305   13.4745966488    5.6607504512   0.2351760769    5.4E-5    324.337057   13.474581    324.337057   13.474581    21372089+1328284   9.694    0.021    9.383    0.028    9.3      0.022    AAA 222 111 000 0      0      5.361363116754095E-5   
  107164  107164  325.6007798876   57.7360650461    5.6828056561   1.0076844322    2.7E-5    325.600732   57.736073    325.600732   57.736073    21422417+5744098   6.072    0.024    5.914    0.033    5.567    0.017    AAA 111 111 000 0      0      2.6772189950363358E-5  
  107353  107353  326.1417204746   59.0571493156    5.6922468504   1.0307417024    3.0E-6    326.141724   59.057152    326.141724   59.057152    21443401+5903257   8.85     0.02     8.819    0.033    8.691    0.018    AAA 122 111 000 0      0      3.2391179826378775E-6  
  107456  107456  326.4673521337   50.2924863488    5.697930195    0.8777694758    5.4E-5    326.467392   50.292439    326.467392   50.292439    21455217+5017327   8.035    0.043    7.911    0.036    7.746    0.023    AAA 111 111 000 0      0      5.3764266587888594E-5  
  107469  107469  326.5117396439   50.6741409215    5.6987049032   0.8844306047    5.2E-5    326.51181    50.674168    326.51181    50.674168    21460283+5040270   6.998    0.019    7.085    0.018    7.071    0.026    AAA 111 111 000 0      0      5.2165358034705425E-5  
  107521  107521  326.6432836661   52.1241550132    5.7010007795   0.9097381248    4.3E-5    326.643216   52.124165    326.643216   52.124165    21463437+5207269   6.844    0.026    6.805    0.036    6.751    0.021    AAA 111 111 000 0      0      4.272728173443997E-5   
  108022  108022  328.2656773359   25.92513872      5.7293168908   0.4524790297    4.5E-5    328.265727   25.925137    328.265727   25.925137    21530377+2555304   5.39     0.02     5.491    0.04     5.545    0.023    AAA 111 111 000 0      0      4.4699309955542976E-5  
  108073  108073  328.4504446625   62.6144299336    5.732541689    1.0928279616    3.8E-5    328.450443   62.614468    328.450443   62.614468    21534810+6236520   6.487    0.026    6.501    0.033    6.524    0.018    AAA 111 111 000 0      0      3.8074080286303344E-5  
  108226  108226  328.8791289976   65.3208121045    5.7400236421   1.1400632413    9.9E-5    328.878924   65.320763    328.878924   65.320763    21553094+6519147   6.046    0.024    6.141    0.033    6.159    0.024    AAA 111 111 000 0      0      9.867934952576275E-5   
  108326  108326  329.1876359509   51.5760424614    5.7454081042   0.9001717561    2.2E-5    329.187671   51.576046    329.187671   51.576046    21564504+5134337   7.45     0.026    7.472    0.067    7.215    0.023    AAA 111 111 000 0      0      2.206771144922374E-5   
  108546  108546  329.8319729599   60.297667778     5.7566539065   1.052392834     2.2E-5    329.83201    60.29768     329.83201    60.29768     21591968+6017516   6.848    0.041    6.71     0.061    6.486    0.02     AAA 111 111 000 0      0      2.2050288226700706E-5  
  108597  108597  329.9814241765   -31.5256892057   5.7592623223   -0.5502270756   3.7E-5    329.981428   -31.525726   329.981428   -31.525726   21595554-3131326   7.122    0.019    7.142    0.027    7.116    0.023    AAA 111 111 000 0      0      3.6938363800664437E-5  
  108654  108654  330.1678821927   56.7106278411    5.7625166286   0.9897871767    3.9E-5    330.167811   56.710629    330.167811   56.710629    22004027+5642382   7.454    0.026    7.117    0.033    6.462    0.023    AAA 111 111 000 0      0      3.9092559805216794E-5  
  108684  108684  330.2554289464   48.1840233549    5.7640446077   0.8409698544    4.0E-5    330.255435   48.184063    330.255435   48.184063    22010130+4811026   7.141    0.019    6.716    0.044    6.432    0.024    AAA 111 111 000 0      0      3.9850027406252126E-5  
  108738  108738  330.4091665003   50.167954734     5.7667278342   0.8755959891    1.1E-5    330.409184   50.167953    330.409184   50.167953    22013820+5010046   8.778    0.018    8.701    0.044    8.496    0.019    AAA 112 111 000 0      0      1.1342572274688848E-5  
  108874  108874  330.8284568085   -2.1553358632    5.7740458306   -0.0376177073   7.7E-5    330.828531   -2.155315    330.828531   -2.155315    22031884-0209191   4.865    0.184    4.809    0.031    4.661    0.016    CAA 311 111 000 0      0      7.701861032040286E-5   
  108975  108975  331.1531616396   -26.8223355659   5.779712999    -0.4681380687   5.8E-5    331.153184   -26.82239    331.153184   -26.82239    22043676-2649206   6.238    0.024    6.381    0.02     6.375    0.024    AAA 111 111 000 0      0      5.797636484770188E-5   
  109113  109113  331.534816092    49.9024553909    5.7863741258   0.8709621514    2.7E-5    331.534775   49.902454    331.534775   49.902454    22060834+4954088   9.59     0.023    9.631    0.028    9.641    0.02     AAA 222 111 000 0      0      2.6503503781409825E-5  
  109240  109240  331.9597199714   21.7030915896    5.7937900975   0.3787904061    1.81E-4   331.95961    21.702942    331.95961    21.702942    22075030+2142105   5.876    0.021    5.984    0.042    5.978    0.017    AAA 111 111 000 0      0      1.81154510140325E-4    
  110177  110177  334.7510129807   45.8023800086    5.8425073509   0.7994023364    4.5E-5    334.75099    45.802422    334.75099    45.802422    22190023+4548087   8.168    0.018    8.125    0.042    7.86     0.036    AAA 111 111 000 0      0      4.494373099606551E-5   
  110186  110186  334.781654374    52.1203252487    5.8430421441   0.9096712828    2.4E-5    334.781673   52.120304    334.781673   52.120304    22190760+5207130   9.333    0.024    9.356    0.029    9.334    0.022    AAA 212 111 000 0      0      2.4130892412065098E-5  
  110287  110287  335.0946119546   51.8610015197    5.8485042843   0.9051452299    3.7E-5    335.094568   51.860977    335.094568   51.860977    22202269+5151395   7.623    0.021    7.702    0.047    7.692    0.017    AAA 111 111 000 0      0      3.657967550639933E-5   
  110386  110386  335.3794638869   12.2051724485    5.8534758884   0.213020445     2.9E-5    335.379479   12.205197    335.379479   12.205197    22213107+1212187   4.818    0.019    4.803    0.015    4.685    0.017    AEA 111 111 000 0      0      2.8652630230929848E-5  
  110662  110662  336.2652698792   57.841595163     5.8689361195   1.0095262802    4.0E-6    336.265268   57.841599    336.265268   57.841599    22250366+5750297   9.367    0.022    9.202    0.028    9.035    0.018    AAA 222 111 000 0      0      3.965226584719235E-6   
  110672  110672  336.3192185253   1.3773926365     5.869877701    0.0240400366    9.9E-5    336.319266   1.377479     336.319266   1.377479     22251662+0122389   5.305    0.037    5.365    0.049    5.351    0.02     EAA 111 111 d00 0      0      9.854541538705289E-5   
  110699  110699  336.4239585677   52.4384592107    5.8717057596   0.9152237679    2.1E-5    336.423938   52.438442    336.423938   52.438442    22254174+5226183   7.87     0.026    7.826    0.031    7.747    0.02     AAA 111 111 000 0      0      2.129362032961106E-5   
  110921  110921  337.0938974567   47.449824476     5.883398399    0.8281556666    1.8E-5    337.093887   47.449841    337.093887   47.449841    22282253+4726594   8.012    0.024    7.932    0.016    7.824    0.023    AAA 111 111 000 0      0      1.7973433959211338E-5  
  111071  111071  337.5238984088   54.7901690187    5.8909033314   0.9562688471    2.5E-5    337.523914   54.790192    337.523914   54.790192    22300573+5447246   9.307    0.021    9.277    0.017    9.255    0.019    AAA 222 111 000 0      0      2.4676921345006482E-5  
  111546  111546  338.967851644    39.6343412402    5.9161050696   0.6917497515    5.3E-5    338.967838   39.634289    338.967838   39.634289    22355228+3938034   5.779    0.021    5.846    0.042    5.7      0.027    AAA 111 111 ddd 0      0      5.328648673197532E-5   
  111785  111785  339.6326357521   55.8348353118    5.9277077411   0.9745017135    5.4E-5    339.632623   55.834782    339.632623   55.834782    22383182+5550052   8.041    0.024    7.845    0.042    7.404    0.023    AAA 111 111 000 0      0      5.379063795204046E-5   
  111954  111954  340.1638564251   -27.043615075    5.9369792909   -0.4720001247   1.08E-4   340.163971   -27.04365    340.163971   -27.04365    22403935-2702371   4.281    0.292    4.365    0.246    4.4      0.036    DDA 331 111 d00 0      0      1.0785831274602477E-4  
  112148  112148  340.7387744636   44.7217466451    5.9470135036   0.7805417262    1.3E-5    340.738777   44.72176     340.738777   44.72176     22425730+4443183   8.228    0.027    8.126    0.024    7.879    0.024    AAA 111 111 000 0      0      1.347595110843455E-5   
  112558  112558  341.9565573934   58.147091372     5.9682678253   1.0148581949    3.7E-5    341.956489   58.147099    341.956489   58.147099    22474955+5808495   9.232    0.035    9.073    0.027    8.986    0.021    AAA 122 111 000 0      0      3.6891191461993574E-5  
  112632  112632  342.1803477697   55.1260596361    5.9721737042   0.9621312443    7.8E-5    342.180269   55.125996    342.180269   55.125996    22484326+5507335   8.387    0.021    8.45     0.049    8.465    0.021    AAA 112 111 000 0      0      7.796160150354419E-5   
  112641  112641  342.1995163649   54.4148968749    5.9725082593   0.9497191126    4.1E-5    342.199583   54.414883    342.199583   54.414883    22484789+5424535   6.201    0.018    6.303    0.031    6.31     0.02     AAA 111 111 000 0      0      4.118338142668394E-5   
  112778  112778  342.5907016609   41.9534030019    5.9793357307   0.7322250148    1.8E-5    342.590726   41.9534      342.590726   41.9534      22502177+4157122   5.479    0.032    5.428    0.027    5.321    0.017    AAA 111 111 000 0      0      1.8347951140821437E-5  
  113017  113017  343.3150221744   62.1458401709    5.9919775085   1.0846495274    1.2E-5    343.315011   62.145851    343.315011   62.145851    22531560+6208450   7.547    0.023    7.293    0.023    7.096    0.017    AAA 111 111 000 0      0      1.202196030306833E-5   
  113226  113226  343.9461019083   43.5593000651    6.0029919277   0.760253206     3.9E-5    343.946097   43.559261    343.946097   43.559261    22554706+4333333   7.665    0.018    7.614    0.02     7.455    0.017    AAA 111 111 000 0      0      3.922669081842369E-5   
  113301  113301  344.1773027316   62.6248848549    6.0070271433   1.0930104344    1.1E-5    344.177295   62.624874    344.177295   62.624874    22564255+6237295   7.257    0.021    7.134    0.02     7.035    0.016    AAA 111 111 000 0      0      1.1422240932382823E-5  
  113327  113327  344.2687243472   48.6840812087    6.0086227515   0.8496975104    5.5E-5    344.268808   48.684082    344.268808   48.684082    22570451+4841026   5.383    0.03     5.341    0.016    5.237    0.024    AAA 111 111 000 0      0      5.5234114036939065E-5  
  113640  113640  345.2281224769   38.7078629335    6.0253674077   0.6755796546    3.7E-5    345.228086   38.70784     345.228086   38.70784     23005474+3842282   6.7      0.026    6.821    0.024    6.845    0.02     AAA 111 111 000 0      0      3.655374658674649E-5   
  113726  113726  345.4801935572   42.3259793564    6.029766878    0.7387276989    9.0E-5    345.480309   42.325951    345.480309   42.325951    23015527+4219334   3.827    0.288    3.841    0.234    3.886    0.344    DDD 333 111 000 0      0      8.993711756272217E-5   
  113889  113889  345.9691942423   3.8200701113     6.03830155     0.0666728011    1.03E-4   345.969144   3.81998      345.969144   3.81998      23035259+0349119   4.764    0.037    4.808    0.026    4.75     0.02     EEA 111 111 d00 0      0      1.0311707349675843E-4  
  114329  114329  347.3197625877   49.650613465     6.0618734144   0.8665666806    4.1E-5    347.319753   49.650654    347.319753   49.650654    23091674+4939023   6.708    0.02     6.772    0.018    6.726    0.02     AAA 111 111 000 0      0      4.1007555192858533E-5  
  114815  114815  348.8663543536   62.0790512542    6.0888665329   1.0834838409    3.1E-5    348.866293   62.079041    348.866293   62.079041    23152791+6204445   8.063    0.026    7.833    0.04     7.735    0.026    AAA 111 111 000 0      0      3.050417077640242E-5   
  115224  115224  350.0792469397   55.8078021776    6.110035502    0.9740298963    1.3E-5    350.079262   55.807812    350.079262   55.807812    23201902+5548281   7.788    0.034    7.622    0.026    7.309    0.016    AAA 111 111 000 0      0      1.2965703829647181E-5  
  115244  115244  350.1429495734   58.2776278709    6.1111473227   1.0171364866    7.0E-6    350.142958   58.277622    350.142958   58.277622    23203430+5816394   7.595    0.023    7.499    0.016    7.363    0.016    AAA 111 111 000 0      0      7.355196395387955E-6   
  115368  115368  350.5436125195   56.3482294172    6.1181402103   0.983462131     2.0E-6    350.54361    56.348228    350.54361    56.348228    23221046+5620536   7.445    0.024    7.408    0.023    7.286    0.02     AAA 111 111 000 0      0      1.989405522231702E-6   
  115583  115583  351.1891004059   25.4963899328    6.1294060992   0.4449959517    3.4E-5    351.189138   25.496393    351.189138   25.496393    23244539+2529470   7.451    0.023    7.529    0.017    7.557    0.036    AAA 111 111 000 0      0      3.407124107769965E-5   
  116299  116299  353.4624463178   57.2210914679    6.1690834704   0.9986964477    6.4E-5    353.462448   57.221027    353.462448   57.221027    23335098+5713156   7.917    0.018    7.903    0.018    7.853    0.023    AAA 111 111 000 0      0      6.447433272844069E-5   
  117205  117205  356.4794196562   54.7354076607    6.2217395886   0.9553130811    2.8E-5    356.479445   54.735432    356.479445   54.735432    23455506+5444075   7.791    0.023    7.651    0.029    7.434    0.017    AAA 111 111 000 0      0      2.8399054061341233E-5  
  117514  117514  357.471359302    62.2140992514    6.2390522014   1.0858408731    6.3E-5    357.471239   62.214127    357.471239   62.214127    23495309+6212508   7.736    0.026    7.768    0.049    7.669    0.027    AAA 111 111 000 0      0      6.257049518293427E-5   
  117700  117700  358.0506030458   67.1687417982    6.2491619119   1.1723156988    4.7E-5    358.050517   67.168709    358.050517   67.168709    23521212+6710073   8.885    0.035    8.787    0.027    8.793    0.019    AAA 112 111 000 0      0      4.680212774674641E-5   
  117928  117928  358.7932301395   72.4602913436    6.2621231998   1.2646706609    5.5E-5    358.793049   72.460289    358.793049   72.460289    23551033+7227370   8.426    0.027    8.353    0.024    8.109    0.027    AAA 111 111 000 0      0      5.463970031777169E-5   
  118214  118214  359.693443167    46.4131775236    6.2778348811   0.8100627641    5.7E-5    359.693524   46.413189    359.693524   46.413189    23584644+4624474   6.588    0.023    6.617    0.021    6.545    0.017    AAA 111 111 000 0      0      5.6899925685390535E-5  
  118224  118224  359.7051471822   32.3817106918    6.2780391547   0.565167469     3.1E-5    359.705148   32.38168     359.705148   32.38168     23584923+3222540   6.675    0.019    6.769    0.017    6.791    0.016    AAA 111 111 000 0      0      3.0699569356336185E-5  
